path,line,tags,text
docs/progress_index.md,26,old_execution;method,- 9/14の6条件を検算し、CNN＋Transformerが全条件で単体最高R²。IGは180例中179例で相対不一致0.05超、RFの主要マスク帯域は一貫。数値整合と物理解釈を分けた。
docs/progress_index.md,32,old_execution,- 保存先を周波数／ノイズの順へ変更し、6条件を移行。比較図36図を再作成した。
docs/progress_index.md,33,old_execution,- configから実験日分割と学習ノイズを選択する4方針を実装し、実データ70条件のmetadataで分割を検証。本学習は未起動。
docs/progress_index.md,39,old_execution,- これまでのデータ・モデル・評価基盤の5段階を完了済みとして扱う。今週は06.11/06.18の2実験日×5周波数×7ノイズ＝70条件で、ノイズ別精度と説明性出力を示す。
docs/progress_index.md,40,method,- ONB本体へR²・連続ROC-AUC・二値化後AUCのノイズ曲線を追加。chunkとWAVの両方を保存し、コメントを日本語化した。
docs/progress_index.md,46,old_execution;method,- 9/2の56条件より新しい9/3の105条件と9/8の3条件を確認。元WAV・修正ONB閾値による評価は出力済み。
docs/progress_index.md,51,next,## 2026-07-24 P0ノイズ診断コード
docs/progress_index.md,53,next,- 参照: [research_plan/2026-07-24_p0_noise_diagnostic_runbook.md](research_plan/2026-07-24_p0_noise_diagnostic_runbook.md)
docs/progress_index.md,54,method,- 実装: 総パワー1変数、水流音のみ、固定振幅、source-WAV GroupKFold、chunk実現SNRを同じ診断経路へ追加した。
docs/progress_index.md,63,next,- 次にやること: 大規模再学習より先に、総パワーのみ、スケーリング済み水流音のみ、固定絶対振幅ノイズ、log-power、元WAV group分割、chunk実現SNRをRFで診断する。その後、説明性sanity、ONB早期検知定義、3モデル・アンサンブルの再検証へ進む。
docs/progress_index.md,68,old_claim,- 今回の主題: 6/19で主軸に置いた「回帰タスクの説明性付与（③）」に向け、各モデルにどの説明性手法が適合するかを先行調査し、現時点の当たりを記録した。実装は未着手。
docs/progress_index.md,72,method,- 確定版（3モデル＋選定理由＋評価指標）: [research_plan/2026-06-26_xai_method_and_metric_selection.md](research_plan/2026-06-26_xai_method_and_metric_selection.md)。原理を「加法的特徴属性（公理を満たす属性法）を各構造に最適化」で統一し、RF=TreeSHAP / AlexNet=IG / Conformer(CNN+Tf v1)=IG に確定。検証は層B（Deletion/Insertion AUC・sanity check・SHAP安定性・周波数帯マスクΔR2）で同一土俵採点。選定理由は①構造整合②回帰の数値分解③定番性④代替案棄却の4段で言語化。
docs/progress_index.md,73,next,- 次にやること: 説明性手法の当たりを先生に確認→確定、①集計定義の明文化と回帰グラフ精査、②PCA中身確認と解釈可能特徴の試作、整い次第③でRFのTreeSHAP試行。
docs/progress_index.md,79,next,- 実施したこと: 6/19スライド内容案に発表後フィードバックと改訂方針を追記し、今後の計画を「集計定義 -> DL系チューニング -> 3モデルの性能比較 -> モデル別説明性 -> 早期検知評価 -> アンサンブル」の流れに再整理。
docs/progress_index.md,82,next,- 次にやること: 集計定義の明文化、CNN+Transformer/AlexNetのチューニング、3モデルの散布図・残差・熱流束帯別誤差、PCA有無ablation、ノイズ付与方法の確認、モデル別説明性評価の試作。
docs/progress_index.md,88,next,- 次にやること: `RandomForest + CNN+Tf (AttnPool) + AlexNet` を本番設定で実行し、保存済み予測から重み付けやONB近傍評価を再学習なしで比較する。
docs/progress_index.md,100,next,- 先生からの指摘: アンサンブル学習とタイトルにあるが、今回の説明ではアンサンブルを行わないようにも聞こえる、研究目的は結局何か、今後どの優先順位で検証するのかを明確にする必要がある。
docs/progress_index.md,111,next,- 次にやること: 明日の発表で研究方針と教授コメントへの対応を示し、既存データでGrad-CAM、Integrated Gradients、Attention Rollout、RISE、マスク実験、時間シャッフルのプロトタイプを作成する。
docs/progress_index.md,115,next,- 修士論文の結論の方向性を検討。
docs/progress_index.md,129,next,- 今後は、モデルが沸騰現象の特徴をどう捉えているかを調べる。
docs/progress_index.md,142,next,- 次にやること:
docs/research_context.md,22,next,**9/15の本人の明示希望**: 学部で観察した「ノイズ増加による性能低下をアンサンブルで抑える」効果を修士研究で発展させ、その成立条件と原因を明らかにしたい。学部成果との連続性を大切にし、帯域によって傾向が変わる場合も説明できることを重視する。[理想の結論・背景・検証方針](research_plan/2026-09-15_master_thesis_hypothesis.md)を本人の研究仮説として保持する。
docs/research_context.md,26,method,元WAV・実験の熱流束ラベル → 500 Hz高域通過・固定基準の水流音付与 → 1秒STFT power、224×224 → 元WAVを分けて学習 → 予測熱流束（W/m²） → WAV集約・ONB閾値判定 → 説明性と条件変更時の検証。
docs/research_context.md,43,method,| ONB近傍 | 現在は閾値±10%の暫定帯域。点数と正解の出典を併記 |
docs/research_context.md,53,method,回帰にはR²・RMSE・MAE、ONBには近傍誤差・Recall・誤警報・遷移を用いる。連続スコアROC-AUCと、予測を二値化した互換AUCは分ける。PCA空間TreeSHAPと物理帯域マスクも別の説明対象として扱う。
docs/research_plan/2026-05-22_after_presentation.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../research_status.md)、更新関係は[文書案内](../document_index.md)を参照してください。
docs/research_plan/2026-05-22_after_presentation.md,11,method,- 研究の主系列は、音響スペクトログラムから熱流束を回帰し、予測熱流束を閾値処理することでONB近傍を検知することである。
docs/research_plan/2026-05-22_after_presentation.md,17,method,> 音響スペクトログラムから熱流束を回帰し、予測熱流束の閾値処理によって沸騰開始点近傍を検知する。その際、入力表現と単体モデルに加えて、複数モデルの予測を統合するアンサンブル学習をノイズ・条件変動に対する頑健化の方法として比較し、精度・頑健性・物理的妥当性の観点から有効な構成と限界を明らかにする。
docs/research_plan/2026-05-22_after_presentation.md,21,method,> 音響スペクトログラムに基づく熱流束回帰と閾値検知を基本として、異なる特徴を捉える複数モデルのアンサンブルにより、ノイズ下でも安定してONB近傍を検知できる構成を明らかにする。
docs/research_plan/2026-05-22_after_presentation.md,33,next,5. 研究目標: 目的を検証可能なタスクに分け、何を達成すれば目的に答えたことになるのか。
docs/research_plan/2026-05-22_after_presentation.md,46,next,- 過去の事故・異常事例との関係は、今後文献で具体例を整理する必要がある。ただし一般的には、冷却機能低下や熱流動状態の変化を早期に検知する技術は、予兆監視・異常診断の観点から重要なニーズになる。
docs/research_plan/2026-05-22_after_presentation.md,53,method,- 気泡発生に伴う音は、時間的に離散的・非定常に現れる可能性があり、単純な平均音圧や単一周波数の閾値だけでは捉えにくい。
docs/research_plan/2026-05-22_after_presentation.md,55,method,- 熱流束回帰では、予測値のわずかな誤差が閾値付近で検知結果を反転させるため、ONB近傍では通常のRMSEやR2だけでは評価が不十分である。
docs/research_plan/2026-05-22_after_presentation.md,65,method,> プール沸騰音に含まれるONB近傍の微弱かつ非定常な時間・周波数変化が、ノイズ条件下における熱流束推定とONB近傍検知の根拠としてどこまで利用できるかを明らかにする。具体的には、音響スペクトログラムを用いた熱流束回帰と閾値検知を基盤とし、入力表現、単体モデル、異種モデルを含むアンサンブル統合の比較を通じて、見逃し、検知遅れ、条件間ばらつきを抑える構成と、その判断根拠の物理的妥当性および限界を評価する。
docs/research_plan/2026-05-22_after_presentation.md,67,method,この目的の中で、アンサンブルは「検知ロジックそのもの」ではなく、「ノイズや条件変動に対して、熱流束回帰と閾値検知を安定化できるかを検証する方法」として扱う。
docs/research_plan/2026-05-22_after_presentation.md,71,method,卒論では、CNNアンサンブルにより音響スペクトログラムから熱流束を回帰し、閾値処理によって沸騰開始検知を評価した。本研究では、その延長として単に精度向上を目指すのではなく、ONB近傍に対象を絞り、ノイズ下での見逃し、検知遅れ、条件間ばらつき、および判断根拠の物理的妥当性を評価する。これにより、音響データを用いたONB近傍検知がどの条件で信頼できるかを明らかにする。
docs/research_plan/2026-05-22_after_presentation.md,83,method,課題解決を図るうえでの着眼点は、「音響スペクトログラム」「熱流束回帰」「閾値検知」「異種モデルのアンサンブル」「説明性評価」を一つの流れとして接続することである。
docs/research_plan/2026-05-22_after_presentation.md,86,method,- 直接の二値分類ではなく熱流束回帰を行うことで、沸騰状態を連続的な物理量の推定として扱い、その後に閾値処理でONB近傍を検知できる。
docs/research_plan/2026-05-22_after_presentation.md,89,method,- 異なるモデルを組み合わせるアンサンブルにより、特定モデルがノイズや局所的な癖に引っ張られる影響を下げ、予測熱流束と閾値検知を安定化できる可能性がある。
docs/research_plan/2026-05-22_after_presentation.md,94,next,### 5. 研究目標
docs/research_plan/2026-05-22_after_presentation.md,96,next,研究目的を達成するための目標は、次のように段階的に置く。
docs/research_plan/2026-05-22_after_presentation.md,98,next,- 目標1: 音響データからスペクトログラムまたは `.npy` 特徴量を作成し、熱流束ラベルと対応づけるデータ処理を整理する。
docs/research_plan/2026-05-22_after_presentation.md,99,next,- 目標2: STFTの窓幅、周波数上限、CWTなどの入力表現を比較し、ONB近傍の特徴を捉えやすい表現を検討する。
docs/research_plan/2026-05-22_after_presentation.md,100,method;next,- 目標3: RandomForest、CNN系、CNN+Transformer系などの単体モデルを同一条件で比較し、回帰性能と閾値検知性能の基準結果を作る。
docs/research_plan/2026-05-22_after_presentation.md,101,next,- 目標4: 単純平均、重み付き平均、必要に応じてstackingなどのアンサンブル統合を比較し、単体最良モデルに対する改善の有無を調べる。
docs/research_plan/2026-05-22_after_presentation.md,102,next,- 目標5: no_noise、水流音ノイズ、SNR変更などの条件で性能を比較し、アンサンブルがノイズ下の見逃し、誤検知、fold間ばらつきを減らすかを検証する。
docs/research_plan/2026-05-22_after_presentation.md,103,next,- 目標6: 通常の回帰指標だけでなく、ONB近傍RMSE/MAE、検知遅れ、低FPR時のTPR、見逃し率など、研究目的に合った評価指標を整理する。
docs/research_plan/2026-05-22_after_presentation.md,104,next,- 目標7: 説明性評価とマスク実験により、モデルやアンサンブルの判断根拠が沸騰現象に関係する時間・周波数特徴と対応しているかを確認する。
docs/research_plan/2026-05-22_after_presentation.md,105,next,- 目標8: 最終的に、どの入力表現、単体モデル、アンサンブル構成がどのノイズ条件で有効か、また限界はどこにあるかを研究計画・修士論文の主張として整理する。
docs/research_plan/2026-05-22_after_presentation.md,111,method,- 仮説1: ONB近傍では、気泡発生に伴う非定常な音響イベントが時間・周波数表現に現れ、熱流束回帰と閾値処理により検知できる。
docs/research_plan/2026-05-22_after_presentation.md,125,method,4. 統合後の予測熱流束を閾値処理し、ONB近傍を検知する。
docs/research_plan/2026-05-22_after_presentation.md,127,method,この流れでは、アンサンブルは3番目の「予測熱流束を安定化する処理」であり、ONB検知そのものは4番目の閾値処理で行う。したがって、アンサンブルの研究上の問いは次のようになる。
docs/research_plan/2026-05-22_after_presentation.md,139,method,> アンサンブル学習は行います。ただし、アンサンブルを沸騰開始点の検知ロジックそのものとして置くのではなく、音響スペクトログラムから回帰した熱流束をノイズ下でも安定させるための方法として位置づけています。深層学習モデルと従来型機械学習モデルなど、異なる特徴を捉えるモデルを組み合わせることで、単体モデルに依存した不安定性を下げられるかを検証します。そのうえで、予測熱流束の閾値処理によるONB近傍検知について、精度・頑健性・物理的妥当性の3点から有効な構成を明らかにしたいと考えています。
docs/research_plan/2026-05-22_after_presentation.md,141,next,## 検証の優先順位
docs/research_plan/2026-05-22_after_presentation.md,143,next,### P0: 研究目的と評価指標を固定する
docs/research_plan/2026-05-22_after_presentation.md,145,method,最初に、研究目的を「アンサンブルで高精度化する研究」だけにせず、「熱流束回帰と閾値検知を基本とし、アンサンブルがノイズ下の精度・頑健性・根拠妥当性を高めるかを検証する研究」と明文化する。
docs/research_plan/2026-05-22_after_presentation.md,150,method,"- 連続スコアとしての検知性能: 予測熱流束をスコアにしたROC-AUC, PR-AUC"
docs/research_plan/2026-05-22_after_presentation.md,151,method,"- 閾値後の分類性能: Accuracy, Precision, Recall, F1, 見逃し率、誤検知率"
docs/research_plan/2026-05-22_after_presentation.md,156,next,### P1: 現在の中心コードの評価条件を整理する
docs/research_plan/2026-05-22_after_presentation.md,161,method,- 現在のAUC計算は二値化後の予測を使っているため、通常のROC/AUCとしての解釈には注意が必要である。予測熱流束の連続値をスコアとしてAUCを計算する版も併記した方がよい。
docs/research_plan/2026-05-22_after_presentation.md,165,next,### P2: 現在データで基準結果を作る
docs/research_plan/2026-05-22_after_presentation.md,174,method,- 出力: 回帰指標、閾値検知指標、ONB近傍指標を `experiments/` にまとめる
docs/research_plan/2026-05-22_after_presentation.md,210,method,- `docs/notes/model_notes.md`: 現在の中心スクリプトにおけるモデル名、AUC計算、重み付き平均の注意点を追記する。
docs/research_plan/2026-05-22_after_presentation.md,211,next,- `configs/experiments/`: 次に回す条件をyamlで残す。
docs/research_plan/2026-05-22_after_presentation.md,217,method,2. AUC計算で連続値スコア版を追加する。
docs/research_plan/2026-05-22_after_presentation_concise.md,3,next,> **履歴・適用範囲（2026-09-15追記）**: この文書は当時の条件・判断の記録です。本文の「現在」「次にやること」は作成時点を指します。最新の設定・完了範囲・優先順位は[研究の現在地](../research_status.md)、更新関係は[文書案内](../document_index.md)を参照してください。
docs/research_plan/2026-05-22_after_presentation_concise.md,7,method,本研究では、音響スペクトログラムから熱流束を回帰し、予測熱流束を閾値処理することで沸騰開始点近傍を検知する。
docs/research_plan/2026-05-22_after_presentation_concise.md,13,method,> 音響スペクトログラムから熱流束を回帰し、予測熱流束の閾値処理によって沸騰開始点近傍を検知する。そのうえで、入力表現、単体モデル、アンサンブル統合を比較し、ノイズ下でも安定して検知できる構成を、精度・頑健性・物理的妥当性の観点から明らかにする。
docs/research_plan/2026-05-22_after_presentation_concise.md,28,method,- 気泡発生に伴う音は非定常で、単純な音圧や単一周波数の閾値では捉えにくい。
docs/research_plan/2026-05-22_after_presentation_concise.md,30,method,- 熱流束の予測誤差が小さくても、閾値近傍では沸騰判定が反転するため、ONB近傍に特化した評価が必要である。
docs/research_plan/2026-05-22_after_presentation_concise.md,38,method,具体的には、音響スペクトログラムを用いた熱流束回帰と閾値検知を基盤とし、入力表現・単体モデル・アンサンブル統合の比較を通じて、見逃し・検知遅れ・条件間ばらつきを抑える構成と、その判断根拠の物理的妥当性および限界を評価する。
docs/research_plan/2026-05-22_after_presentation_concise.md,44,method,卒論では、CNNアンサンブルにより音響スペクトログラムから熱流束を回帰し、閾値処理によって沸騰開始検知を評価した。本研究では、その延長として単に精度向上を目指すのではなく、ONB近傍に対象を絞り、ノイズ下での見逃し・検知遅れ・条件間ばらつき、および判断根拠の物理的妥当性を評価する。これにより、音響データを用いたONB近傍検知がどの条件で信頼できるかを明らかにする。
docs/research_plan/2026-05-22_after_presentation_concise.md,59,method,- 熱流束回帰を行うことで、沸騰状態を連続的な物理量として扱い、その後に閾値処理でONB近傍を検知できる。
docs/research_plan/2026-05-22_after_presentation_concise.md,64,next,### 研究目標
docs/research_plan/2026-05-22_after_presentation_concise.md,67,method,- 単体モデルを同一条件で比較し、熱流束回帰と閾値検知の基準性能を整理する。
docs/research_plan/2026-05-22_after_presentation_concise.md,75,method,"- 連続スコアとしての検知性能: 予測熱流束をスコアにした `ROC-AUC`, `PR-AUC`。"
docs/research_plan/2026-05-22_after_presentation_concise.md,76,method,"- 閾値後の分類性能: `Accuracy`, `Precision`, `Recall`, `F1`, 見逃し率、誤検知率。"
docs/research_plan/2026-05-22_after_presentation_concise.md,87,method,4. 統合後の予測熱流束を閾値処理し、ONB近傍を検知する。
docs/research_plan/2026-05-22_after_presentation_concise.md,93,method,> アンサンブル学習は行います。ただし、アンサンブルを沸騰開始点の検知ロジックそのものとして置くのではなく、音響スペクトログラムから回帰した熱流束をノイズ下でも安定させる方法として位置づけています。異なる特徴を捉えるモデルを組み合わせることで、単体モデルに依存した不安定性を下げられるかを検証し、最終的には閾値処理によるONB近傍検知の精度・頑健性・物理的妥当性を評価したいと考えています。
