path,format,decision,reason,before_sha256,after_sha256
docs/research_plan/2026-05-22_after_presentation_concise.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,6e005a384afb27f71f02b5b5414b758548bf103c0d2a9d84062b4b637846145d,6e005a384afb27f71f02b5b5414b758548bf103c0d2a9d84062b4b637846145d
docs/research_plan/2026-05-29_review.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,083f9ea681724ad36935c680b370aa0b9c1b13d964734fee8c3f8225da3d604a,083f9ea681724ad36935c680b370aa0b9c1b13d964734fee8c3f8225da3d604a
docs/research_plan/2026-06-14_decisions.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,1a70fc9744a016857a64ebd71cc20c96acb3830e36867b601c1ed1b726ef5cb8,1a70fc9744a016857a64ebd71cc20c96acb3830e36867b601c1ed1b726ef5cb8
docs/research_plan/2026-06-15_current_state_and_next_steps.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,5a8e2665ac4451b79fecceb1101c3cd093b552c1cccfb4c01a6b78ab725ae864,5a8e2665ac4451b79fecceb1101c3cd093b552c1cccfb4c01a6b78ab725ae864
docs/research_plan/2026-06-15_parameter_tuning.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,58d4d4850d6bd60915896bf1ce35c094af71d8845911ca8ac93c659a933e2d10,58d4d4850d6bd60915896bf1ce35c094af71d8845911ca8ac93c659a933e2d10
docs/research_plan/2026-06-19_after_presentation.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,5029e7c086cc8860417c517aa03af737bfb186ece060a78102120c3457828b5d,5029e7c086cc8860417c517aa03af737bfb186ece060a78102120c3457828b5d
docs/research_plan/2026-06-26_xai_method_and_metric_selection.md,.md,updated,Historical scope and specific successor: 本文の「確定」は当時の手法選定。現在はTreeSHAP・IG・Grad-CAM・共通マスクを出力済みだが、IGの数値整合は未解決。手法選定と説明としての検証完了を分ける。,71bdb7d7021daf98bdb739e360a76aa6d30c64b4f72f282f950cc593ab3121f1,155774f15279df08ee5fc4958f7459e544d0faf0c4dc4d52206f21149b337ed4
docs/research_plan/2026-06-26_xai_method_selection.md,.md,updated,Historical scope and specific successor: 手法の候補選定の記録。PCAを変更し終えるまで共通マスクを実施できないという必須の順序にはしない。現行ではPCA空間SHAPと元スペクトログラムのマスクを分担して出力済み。,4f3b2282def6dee855f7fec05a63f8bd9d259f565bb83cd52195e85b276803de,04c025c80473222637a26c0e46eea521fbc597164988d8fb253421a600f5f6f2
docs/research_plan/2026-07-16_model_specific_xai_selection_and_implementation.md,.md,updated,Historical scope and specific successor: モデル別の手法分担は現行と接続するが、IGの寄与量を研究上の根拠に使える状態とは限らない。9/15の両帯域で420/420例の不整合を確認した。,a4895aec5b04283d26170559373d19b69b08923e692d98dce92040335f619926,5bfb70d2ddaf730b8ff1993a4fbf098cc8f9c3c28ff7d0fd2c1ec98d4ec03663
docs/research_plan/2026-07-24_current_progress_and_priorities.md,.md,updated,Historical scope and specific successor: 旧ノイズ生成の診断、現行データ生成、log-power改善、元WAV分離、一般化4方針の実装は進展済み。本文の未着手と優先順位を現在へそのまま戻さない。,8f17ece208ca2e08c0ad67d25f755c098276dfacaaa9669d72599f3c2df92c26,ae3538fc257f790186b10d7b97bf6483d5c425c38d7ae746407e7d76597fa86f
docs/research_plan/2026-07-24_explainability_output_guide.md,.md,updated,Historical scope and specific successor: 出力の読み方は実装時点の記録。最新は単体chunkの説明、fold内WAVマスク、IG積分不整合、回帰のdeletion/insertion面積を区別する。,7e9828ddadf2397f43cec1159411b38bf6259acd51a415cbf0f3d048d27fa1df,30083748f1d0f37ee16fa99a63b44fb1c6384916c16f1c11ab1b721cabbe1266
docs/research_plan/2026-07-24_noise_accuracy_paradox_investigation.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,67e2b7139f1710a03c11e7e353a29c3b9346b9dc5ebdaec1cc2014fd74d39a87,67e2b7139f1710a03c11e7e353a29c3b9346b9dc5ebdaec1cc2014fd74d39a87
docs/research_plan/2026-07-24_p0_noise_diagnostic_runbook.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,14a1e5912f26cbbb5977020cba4c7e8e92bc7359e3bbacbee157057696dda6da,14a1e5912f26cbbb5977020cba4c7e8e92bc7359e3bbacbee157057696dda6da
docs/research_plan/2026-08-17_noise_accuracy_reversal_investigation.md,.md,updated,Historical scope and specific successor: 本文の「現行逆転の主因」は旧相対RMSデータの診断を指す。9/15の固定global RMSデータの非単調性の原因を確定したものではない。matchedも条件に合わせた学習を含むノイズ下性能として有用で、固定モデルの転送と区別する。,0ca556f4cbb58842a18904fc2404dd22350a54aedb44bfc1f203c101ed089af3,26c3dcb6ac54dac2b034bca9079edb547123d38d118d3187b7bf6b431ec473f6
docs/research_plan/2026-08-28_research_landing_xai_ensemble_assessment.md,.md,updated,Historical scope and specific successor: 当時のRF優位・全モデル共通帯域・ONBを副評価へ回す提案は現行方針へ引き継がない。log-power後の順位と帯域は異なり、本人はアンサンブルの劣化抑制とその原因を中心仮説として指定している。,8f3f216c320ac7c78d16cafb6887a03364adcb77bc7f9b0a9a87f7e9252df431,eb73485e7a29da3e8fd0675bfbfd2940945ccd5fae045451a5e4def8258767fa
docs/research_plan/2026-08-30_treeshap_guided_gradcam_ensemble_recovery_assessment.md,.md,updated,Historical scope and specific successor: RFを固定の基準モデルとする提案や追加モデル/stackingは当時の候補。現行innerは元WAV非重複へ修正済み。今回はIGが両帯域で不整合であり、物理的補完の確定や新方式の採用を意味しない。,da8f84c808724a61dcc3a2be583bcbfc2d1037a61f5b68f5acea2a70edc2fea2,3ad4a9caba75e95b14b8305072010b356d2769ab5de1e73e67f75304ec17394f
docs/research_plan/2026-09-14_current_state_and_next_steps.md,.md,updated,Historical scope and specific successor: 現在の解析根拠は06.11の3/22 kHz各7条件。旧6条件/105条件の成績・ONB見逃しを最新runへ代入せず、本人の劣化抑制の仮説と追加比較に沿って次工程を選ぶ。,85a8964bc272ce037039c87744df071805ffe58eb073f8324c23d1a4ab1050fe,fac8e2ce1f167fc5152368057b8920a5667c66d589e6f71ca5a638d5495f9a59
docs/research_plan/2026-09-14_execution_policy_and_generalization_design.md,.md,updated,Historical scope and specific successor: 70条件完了は金曜の準備の前提ではない。今回の対象は本人の指定で完了済み06.11の2帯域に限定。一般化は実装済みで本性能の確認とは別。,90bce3777c97b28c9b7020667503cd131353bb10c0db8e53c310d8d1c7bdcdf1,76f83a4cb53852dc702e4dea855c81b62d225b2dde54b42e837f0b6d99e53fe4
docs/research_plan/2026-09-14_result_layout_and_generalization.md,.md,updated,Historical scope and specific successor: 保存階層・一般化4方針の実装記録として有効。本文の6条件/3方式は当時の試行で、最新比較は2帯域各7条件/2方式。追加実行の採用範囲は現在地で指定する。,3069e174ef2cc6d988d10d73bedd82df8619555733d880a6db69b6a5042e24b5,66f8f5b1a3aeb23413191028bf3cdbdfc32ea9ccd891769bc16f1779609237d3
docs/research_plan/2026-09-15_master_thesis_hypothesis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,d35d24d1beac07df659c6f6ee7883d3221acfb2fa1e18b5e5070585012d699d7,d35d24d1beac07df659c6f6ee7883d3221acfb2fa1e18b5e5070585012d699d7
docs/research_plan/2026-09-18_xai_progress_brief.md,.md,updated,Keep one active presentation draft; retain prior text in audit,b457db883ce65977149470daddea2059d73a9474f564c6e376812a7916423a86,42770c7dc927443244fb15070c201f3d0c028d28892cbcbcbcf5bed2d705a2bb
docs/research_plan/2026_annual_plan.md,.md,updated,Reflect the integrated hypothesis and parallel validation/new-experiment work,efc4b27585ea885883015286db3bf80bc6eba35dc8720b2ac992e78fb7e37c16,6c5f49c199729aa015ff76e1c5280649f04784c931201c3d142a1fb8fd950b91
docs/research_status.md,.md,updated,"Align research focus, completed materials and parallel post-presentation work",82d46f5cf9c60ed9b6c0dadc16646e494fa1176decd55177ab04db08e9439e0b,26c993e4d33da684a806d18cc8f02eb878e61cc063867742602c0bb95edc7d25
docs/storage_cleanup_2026-06-22.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,521cc194ffdd177f24a0c0cc4a30725f80e4c832b69d358dfa1ae4c43e5d5082,521cc194ffdd177f24a0c0cc4a30725f80e4c832b69d358dfa1ae4c43e5d5082
experiments/2026-06-15_alexnet_ensemble_smoke.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,fad8813100a736f5dd0a7d948a426139da8a65d67696bb6209997d2b3865355d,fad8813100a736f5dd0a7d948a426139da8a65d67696bb6209997d2b3865355d
experiments/2026-06-15_rf_3models_baseline.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,9f23128adb9b7aea8f78d67c0f4200cd52f6134364dcb3e98835aa2dfbe346ca,9f23128adb9b7aea8f78d67c0f4200cd52f6134364dcb3e98835aa2dfbe346ca
experiments/2026-06-16_parameter_tuning_summary.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,0d30cd8ebaff23431de2bcdf2dd660a9643f1db9d97576b1f229e9f0e1b6d033,0d30cd8ebaff23431de2bcdf2dd660a9643f1db9d97576b1f229e9f0e1b6d033
experiments/2026-06-17_legacy_val_fold_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,f15ffb2f247174bcc50692b9ef5367fd70a5fe2e4b27c4b7982ef566c2458a11,f15ffb2f247174bcc50692b9ef5367fd70a5fe2e4b27c4b7982ef566c2458a11
experiments/2026-06-29_cnn_transformer_axis_compare.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,01b02dd7713a7b1b4692a1ba95a76cfd693c627143102110233aa8549b4645a3,01b02dd7713a7b1b4692a1ba95a76cfd693c627143102110233aa8549b4645a3
experiments/2026-06-29_cnn_transformer_timefix_compare.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,d994aa10b479eed4af0a5de10cf7902dc37a80808ec3932a69ef5d16ce67dee4,d994aa10b479eed4af0a5de10cf7902dc37a80808ec3932a69ef5d16ce67dee4
experiments/2026-06-29_conformer_cleanup.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,5d8dd16880afbbd661b1d887a3fe56768f39318c59770c15b82e5bd7fb562363,5d8dd16880afbbd661b1d887a3fe56768f39318c59770c15b82e5bd7fb562363
experiments/2026-06-29_conformer_full_evaluation.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,58189a847032e40d92f4ac1ede2c7690058584051208077517805e703eb3d01c,58189a847032e40d92f4ac1ede2c7690058584051208077517805e703eb3d01c
experiments/2026-06-29_v2_pooling_legacy_compare.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,e4c5e74ccbd33ca28f651795578a61b4f1e7cd8b069b8b5ca59a97edd78f7073,e4c5e74ccbd33ca28f651795578a61b4f1e7cd8b069b8b5ca59a97edd78f7073
experiments/2026-06-29_v2d256_confirm.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,952c4f2a4cdec34479676de8d4b5f63bf30115ebf523d31886b340c275eee920,952c4f2a4cdec34479676de8d4b5f63bf30115ebf523d31886b340c275eee920
experiments/2026-06-29_v2d256_v1_lrbs_compare.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,e7c831996cf939d5755fd13a77425cfd969937e201b91125af56e88cbe1b55d6,e7c831996cf939d5755fd13a77425cfd969937e201b91125af56e88cbe1b55d6
experiments/2026-07-02_conformer_20260701_full_result_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,db5980f438a69a253de727bb97fa752b44377574545b648365c96e904852f090,db5980f438a69a253de727bb97fa752b44377574545b648365c96e904852f090
experiments/2026-07-02_conformer_architecture_loop.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,2d8e8c84030873bfcd5285e604cca90e97e9761ed85a4822d21c0335579b9d63,2d8e8c84030873bfcd5285e604cca90e97e9761ed85a4822d21c0335579b9d63
experiments/2026-07-02_v1_frequency_token_hypothesis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,6ebc90097392de3cfe89fb167ce2a14d5fa7fdbfd06481329a733f8c735c8ef9,6ebc90097392de3cfe89fb167ce2a14d5fa7fdbfd06481329a733f8c735c8ef9
experiments/2026-07-02_v1_lrbs_tuning.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,a1b621693249bd72f05b39add4394d4e25603656e18550061902b6d1a75b9b83,a1b621693249bd72f05b39add4394d4e25603656e18550061902b6d1a75b9b83
experiments/2026-07-02_v1_no_early_stopping_repro.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,cc32ff917e128977c1481d1aaf7308f2da45cae51f4c12f6bf18edcdf0c3fbee,cc32ff917e128977c1481d1aaf7308f2da45cae51f4c12f6bf18edcdf0c3fbee
experiments/2026-07-02_v1_v2_rf_control_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,af2cedbb61e72ca0c886c17b0b423d8561fa1db2eb320970df560a62c422bd5f,af2cedbb61e72ca0c886c17b0b423d8561fa1db2eb320970df560a62c422bd5f
experiments/2026-07-06_explainability_implementation.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,e9256aaf940b2fd37ad0510e0dfa065a82a6227967a4e00c6aa15280a2c335b9,e9256aaf940b2fd37ad0510e0dfa065a82a6227967a4e00c6aa15280a2c335b9
experiments/2026-07-06_fixed_ensemble_full_grid.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,4a6973c81cf40fd9f09acd6869245fc3a0514f11b1eb2315b401c1e8412967f8,4a6973c81cf40fd9f09acd6869245fc3a0514f11b1eb2315b401c1e8412967f8
experiments/2026-07-06_model_cleanup_after_v2gap_recovery.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,6eb96a77d892ce9d0c833704d6107c2a08dbacf0bc554d8ccf54b3088a69bfd9,6eb96a77d892ce9d0c833704d6107c2a08dbacf0bc554d8ccf54b3088a69bfd9
experiments/2026-07-06_v2gap_5fold_candidates.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,dd0d3d04ff7d8e4a53ef6559573846ed386b20ed8959b9144b28486b01346b7f,dd0d3d04ff7d8e4a53ef6559573846ed386b20ed8959b9144b28486b01346b7f
experiments/2026-07-06_v2gap_fixed_param_full_grid_with_xai_hook.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,0e4b6a90968f7567a7d6cdeffa21d7515e1e13ae08d187a0709659ce55e1c9b2,0e4b6a90968f7567a7d6cdeffa21d7515e1e13ae08d187a0709659ce55e1c9b2
experiments/2026-07-06_v2gap_full_condition_grid.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,eb5dfd6301d583c37daa13fb94b0e9c6c8b7b5d09562eaa8fd407a4a7b8a92ac,eb5dfd6301d583c37daa13fb94b0e9c6c8b7b5d09562eaa8fd407a4a7b8a92ac
experiments/2026-07-06_v2gap_lrbs_tuning.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,f4af710601c949a707be5fd2c4d94340685c47761d54bbbeacf2a1724c1cab56,f4af710601c949a707be5fd2c4d94340685c47761d54bbbeacf2a1724c1cab56
experiments/2026-07-06_v2gap_parameter_confirmation_before_full_grid.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,8b12d1a71a349ae07fbafa0e19e0b68080ea90cc572bb43257c556664227df35,8b12d1a71a349ae07fbafa0e19e0b68080ea90cc572bb43257c556664227df35
experiments/2026-07-06_v2gap_resume_completed_runs.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,4beb955e435ac67490bbac290e3ee8d619870b4327a42be4666362eb3b4436a3,4beb955e435ac67490bbac290e3ee8d619870b4327a42be4666362eb3b4436a3
experiments/2026-07-09_alexnet_reanalysis_and_stress_tune_plan.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,3925d5b908431c8938d1a178dfcd1f7e3f0a73c3ecdeada9f2987cf30f598fa4,3925d5b908431c8938d1a178dfcd1f7e3f0a73c3ecdeada9f2987cf30f598fa4
experiments/2026-07-09_fixed_ensemble_full_grid_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,58bbb2c87d56cd1997e26861d73b958c87f2693b3bb7d7ddf212b00c4671d731,58bbb2c87d56cd1997e26861d73b958c87f2693b3bb7d7ddf212b00c4671d731
experiments/2026-07-09_noise_frequency_effect_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,59f80d13414168771d1174f919786ff1c19b27dfc3225772b0ab6e0f93c9bfec,59f80d13414168771d1174f919786ff1c19b27dfc3225772b0ab6e0f93c9bfec
experiments/2026-07-10_alexnet_22khz_noise_tuning_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,d1bfcdcfb5a5ef61ecb0a3303d7a2c83e613a538b22624bd981cdee500fe70f5,d1bfcdcfb5a5ef61ecb0a3303d7a2c83e613a538b22624bd981cdee500fe70f5
experiments/2026-07-15_20260713_fixed_ensemble_22khz_analysis.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,26e248478e7f49b530e7f5d206e1836acc11a18d375b12658f454c4367568840,26e248478e7f49b530e7f5d206e1836acc11a18d375b12658f454c4367568840
experiments/2026-07-20_interim_presentation_ensemble_xai_run_plan.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,586abc0f42012c59c364bf30e5a6a4107ca9743b222f0a7fb3753bfaa97136ea,586abc0f42012c59c364bf30e5a6a4107ca9743b222f0a7fb3753bfaa97136ea
experiments/2026-07-24_noise_shortcut_diagnostic/README.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,268965a97efbab70b499a5f82e89eadc692ae68b8952d691b07e2c8138af6469,268965a97efbab70b499a5f82e89eadc692ae68b8952d691b07e2c8138af6469
experiments/2026-08-17_waterflow_dataset_snapshot/README.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,509c5b8009dcd6bd36e8a66e7e74c6e91fb591d5282189e74a167bb6b95c2714,509c5b8009dcd6bd36e8a66e7e74c6e91fb591d5282189e74a167bb6b95c2714
experiments/2026-08-30_log_power_architecture_study.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,7805db77b2a448f523e3b4d511c70ded5af73e7d87c1aee751f1aa75f78322e2,7805db77b2a448f523e3b4d511c70ded5af73e7d87c1aee751f1aa75f78322e2
experiments/2026-09-02_selected_log_architecture/README.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,602f4832a996dd2c3d4471e4fecfd3faa13e775cdf5659351516ce70c86d9c26,602f4832a996dd2c3d4471e4fecfd3faa13e775cdf5659351516ce70c86d9c26
experiments/2026-09-08_wav_onb_transition_evaluation_implementation.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,91691a6508187573138494f02c9520927db69e7eca69dae90cfd721335756dbc,91691a6508187573138494f02c9520927db69e7eca69dae90cfd721335756dbc
experiments/2026-09-14_generalization_and_layout/README.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,a4e350bfb32335a136b369e78c5822293152a22c3ddf53df2c071b1a3c510858,a4e350bfb32335a136b369e78c5822293152a22c3ddf53df2c071b1a3c510858
experiments/2026-09-14_noise_trend_graphs/README.md,.md,retained,Retained: dated evidence/history or consistent current reference; current status is defined by research_status.md,28aac41a2917760432ef19eea610807e2a42ac1dcd8be5ebeae4e4e6cd04519b,28aac41a2917760432ef19eea610807e2a42ac1dcd8be5ebeae4e4e6cd04519b
experiments/2026-09-14_noise_trend_graphs/preview_20260903_0618_22khz/simple_equal/chunk_fold_mean_auc_binary.pdf,.pdf,retained,Original artifact retained; current applicability is explained in original_document_guide.md,479fab8239b62396742d39f7ead5489e47a1af42b9e440376a42f00f55d41776,479fab8239b62396742d39f7ead5489e47a1af42b9e440376a42f00f55d41776
experiments/2026-09-14_noise_trend_graphs/preview_20260903_0618_22khz/simple_equal/chunk_fold_mean_r2.pdf,.pdf,retained,Original artifact retained; current applicability is explained in original_document_guide.md,980c3420cc052c0754df122d5b24c9bd45d67fe70bdff730a9cddea72a3fc892,980c3420cc052c0754df122d5b24c9bd45d67fe70bdff730a9cddea72a3fc892
experiments/2026-09-14_noise_trend_graphs/preview_20260903_0618_22khz/simple_equal/chunk_fold_mean_roc_auc_cont.pdf,.pdf,retained,Original artifact retained; current applicability is explained in original_document_guide.md,0f179b3daec28299e8c03a2d9bbae85031671bfc8191bb3c43d5ee2571b04e5a,0f179b3daec28299e8c03a2d9bbae85031671bfc8191bb3c43d5ee2571b04e5a
experiments/2026-09-14_noise_trend_graphs/preview_20260903_0618_22khz/simple_equal/wav_median_auc_binary.pdf,.pdf,retained,Original artifact retained; current applicability is explained in original_document_guide.md,0174818b87d0f94eefe4f7c20cb046fa012634ae54712979842a8bde97f316af,0174818b87d0f94eefe4f7c20cb046fa012634ae54712979842a8bde97f316af
experiments/2026-09-14_noise_trend_graphs/preview_20260903_0618_22khz/simple_equal/wav_median_r2.pdf,.pdf,retained,Original artifact retained; current applicability is explained in original_document_guide.md,0fe6354920a5f4c1e9a6258b861644a0c489184dcdd1106d47d57406b6a4eb0a,0fe6354920a5f4c1e9a6258b861644a0c489184dcdd1106d47d57406b6a4eb0a
experiments/2026-09-14_noise_trend_graphs/preview_20260903_0618_22khz/simple_equal/wav_median_roc_auc_cont.pdf,.pdf,retained,Original artifact retained; current applicability is explained in original_document_guide.md,135a147495bf9ada48fae65f690af9a68314df8ef8452d96d50b47c9feeae5b5,135a147495bf9ada48fae65f690af9a68314df8ef8452d96d50b47c9feeae5b5
